word,stars,level,alt_spelling,derived
arrive,*,초등,,
arrow,,선택,,
art,*,초등,,
article,**,중고공통,,
artifice,,선택,,artificial
as,*,초등,,
aside,**,중고공통,,
ask,*,초등,,
asleep,**,중고공통,,
aspect,,선택,,
aspire,,선택,,
assault,,선택,,
assemble,,선택,,
assert,,선택,,
assess,**,중고공통,,
asset,,선택,,
assign,**,중고공통,,assignment
assist,**,중고공통,,assistant
associate,**,중고공통,,
assume,**,중고공통,,
assure,,선택,,
astonish,,선택,,
at,*,초등,,
athlete,,선택,,
atmosphere,**,중고공통,,
atom,,선택,,
attach,**,중고공통,,
attack,**,중고공통,,
attempt,**,중고공통,,
attend,**,중고공통,,
attention,**,중고공통,,
attitude,**,중고공통,,
attract,**,중고공통,,
attribute,,선택,,
auction,,선택,,
audience,**,중고공통,,
aunt,*,초등,,
authentic,,선택,,
author,,선택,,
automatic,**,중고공통,,
autumn,*,초등,,
avail,,선택,,available
average,**,중고공통,,
avoid,**,중고공통,,
await,,선택,,
awake,**,중고공통,,
award,**,중고공통,,
aware,**,중고공통,,unaware
away,*,초등,,
awe,,선택,,awful
awkward,**,중고공통,,
baby,*,초등,,
back,*,초등,,
background,**,중고공통,,
bacon,**,중고공통,,
bad,*,초등,,
badminton,*,초등,,
bag,*,초등,,
bake,*,초등,,
balance,**,중고공통,,
ball,*,초등,,
balloon,**,중고공통,,
ban,,선택,,
banana,*,초등,,
band,**,중고공통,,
bang,**,중고공통,,
bank,*,초등,,
bankrupt,,선택,,
bar,**,중고공통,,
bare,**,중고공통,,
bargain,,선택,,
bark,**,중고공통,,
barrier,,선택,,
base,*,초등,,
baseball,*,초등,,
basis,**,중고공통,,
basket,*,초등,,
basketball,*,초등,,
bat,*,초등,,
bath,*,초등,,
battery,**,중고공통,,
battle,**,중고공통,,
bay,**,중고공통,,
be,*,초등,,
beach,*,초등,,
beam,,선택,,
bean,**,중고공통,,
bear,*,초등,,
beard,,선택,,
beast,,선택,,
beat,**,중고공통,,
beauty,*,초등,,
because,*,초등,,
become,*,초등,,
bed,*,초등,,
bee,*,초등,,
beef,*,초등,,
beer,**,중고공통,,
before,*,초등,,
beg,**,중고공통,,
begin,*,초등,,
behalf,,선택,,
behave,,선택,,behavior / behaviour
behind,*,초등,,
belief,**,중고공통,,
believe,*,초등,,
bell,*,초등,,
belong,**,중고공통,,
below,*,초등,,
belt,*,초등,,
bench,**,중고공통,,
bend,**,중고공통,,
beneath,**,중고공통,,
benefit,**,중고공통,,
beside,*,초등,,
bet,**,중고공통,,
betray,,선택,,
between,*,초등,,
beyond,**,중고공통,,
bias,,선택,,
big,*,초등,,
bike,*,초등,,
bill,*,초등,,
billion,**,중고공통,,
bin,**,중고공통,,
bind,**,중고공통,,
biography,,선택,,
biology,,선택,,
bird,*,초등,,
birth,*,초등,,
biscuit,*,초등,,
bit,**,중고공통,,
bite,**,중고공통,,
bitter,**,중고공통,,
black,*,초등,,
blame,**,중고공통,,
blank,**,중고공통,,
blanket,**,중고공통,,
blast,,선택,,
blend,,선택,,
bless,**,중고공통,,
blind,**,중고공통,,
blink,,선택,,
block,**,중고공통,,
blonde,**,중고공통,,
blood,*,초등,,
bloom,**,중고공통,,
blossom,,선택,,
blow,**,중고공통,,
blue,*,초등,,
board,*,초등,,
boat,*,초등,,
body,*,초등,,embody
boil,**,중고공통,,
bold,,선택,,
bomb,**,중고공통,,
bond,**,중고공통,,
bone,*,초등,,
book,*,초등,,
boom,**,중고공통,,
boost,,선택,,
boot,**,중고공통,,
border,,선택,,
bore,**,중고공통,,
borrow,*,초등,,
boss,**,중고공통,,
both,*,초등,,
bother,**,중고공통,,
bottle,*,초등,,
bottom,*,초등,,
bounce,**,중고공통,,
boundary,,선택,,
bow,**,중고공통,,
bowl,**,중고공통,,
box,*,초등,,
boy,*,초등,,
brain,**,중고공통,,
brake,**,중고공통,,
branch,**,중고공통,,
brand,**,중고공통,,
brave,*,초등,,
bread,*,초등,,
break,*,초등,,
breakfast,*,초등,,
breast,**,중고공통,,
breath,**,중고공통,,
breathe,**,중고공통,,
breed,,선택,,
breeze,,선택,,
brick,**,중고공통,,
bridge,*,초등,,
brief,**,중고공통,,
bright,*,초등,,
brilliant,**,중고공통,,
bring,*,초등,,
broad,**,중고공통,,
broadcast,,선택,,
brother,*,초등,,
brown,*,초등,,
brush,*,초등,,
brute,,선택,,brutal
bubble,**,중고공통,,
budget,**,중고공통,,
bug,**,중고공통,,
build,*,초등,,
bulk,,선택,,
bull,,선택,,
bully,,선택,,
bump,**,중고공통,,
bunch,**,중고공통,,
bundle,,선택,,
burden,,선택,,
burn,*,초등,,
burst,**,중고공통,,
bury,**,중고공통,,
bus,*,초등,,
bush,**,중고공통,,
business,*,초등,,
busy,*,초등,,
but,*,초등,,
butcher,,선택,,
butter,*,초등,,
button,*,초등,,
buy,*,초등,,
buzz,,선택,,
by,*,초등,,
cable,**,중고공통,,
cage,**,중고공통,,
cake,*,초등,,
calculate,**,중고공통,,calculator
calendar,**,중고공통,,
call,*,초등,,
calm,**,중고공통,,
camera,*,초등,,
camp,*,초등,,
campaign,*,초등,,
can,*,초등,,
cancel,,선택,,
cancer,,선택,,
candidate,,선택,,
candy,*,초등,,
canvas,,선택,,
cap,*,초등,,
capable,**,중고공통,,
cape,**,중고공통,,
capital,**,중고공통,,
captain,**,중고공통,,
capture,,선택,,
car,*,초등,,
card,*,초등,,
care,*,초등,,
career,**,중고공통,,
carpet,**,중고공통,,
carrot,*,초등,,
carry,*,초등,,
cart,**,중고공통,,
carve,,선택,,
case,*,초등,,casual
cash,*,초등,,
cast,**,중고공통,,
castle,**,중고공통,,
cat,*,초등,,
catalogue,**,중고공통,catalog,
catch,*,초등,,
category,**,중고공통,,
cater,,선택,,
cattle,,선택,,
cause,**,중고공통,,causal
caution,,선택,,
cave,,선택,,
cease,,선택,,
ceiling,**,중고공통,,
celebrate,,선택,,
celebrity,,선택,,
cell,**,중고공통,,
censor,,선택,,
center,*,초등,,
century,**,중고공통,,
certain,*,초등,,
certificate,,선택,,
chain,**,중고공통,,
chair,*,초등,,
chairman,**,중고공통,,
challenge,**,중고공통,,
chamber,,선택,,
champion,**,중고공통,,
chance,*,초등,,
change,*,초등,,
channel,**,중고공통,,
chaos,,선택,,
character,**,중고공통,,
characteristic,**,중고공통,,
charge,**,중고공통,,discharge
charity,,선택,,
charm,**,중고공통,,
chart,**,중고공통,,
chase,**,중고공통,,
chat,**,중고공통,,
cheap,*,초등,,
check,*,초등,cheque,
cheek,**,중고공통,,
cheer,**,중고공통,,
cheese,*,초등,,
chef,,선택,,
chemical,,선택,,
chest,**,중고공통,,
chew,**,중고공통,,
chicken,*,초등,,
chief,**,중고공통,,
child,*,초등,,
chill,,선택,,
chin,,선택,,
chip,**,중고공통,,
chocolate,*,초등,,
choice,**,중고공통,,
choir,,선택,,
choose,*,초등,,
chop,**,중고공통,,
chorus,,선택,,
chronic,,선택,,
church,*,초등,,
cigarette,**,중고공통,,
cinema,**,중고공통,,
circle,*,초등,,
circulate,,선택,,
circumstance,**,중고공통,,
cite,,선택,,
citizen,**,중고공통,,
city,*,초등,,
civil,**,중고공통,,
claim,**,중고공통,,
clap,,선택,,
clash,,선택,,
class,*,초등,,"classic, classify"
clause,,선택,,
clay,,선택,,
clean,*,초등,,
clear,*,초등,,clarify
clerk,**,중고공통,,
clever,*,초등,,
click,**,중고공통,,
client,**,중고공통,,
cliff,**,중고공통,,
climate,**,중고공통,,
climb,*,초등,,
cling,,선택,,
clinic,,선택,,
clip,**,중고공통,,
clock,*,초등,,
close,*,초등,,"disclose, enclose"
clothes,*,초등,,
cloud,*,초등,,
club,*,초등,,
clue,**,중고공통,,
cluster,,선택,,
coach,**,중고공통,,
coal,**,중고공통,,
coast,**,중고공통,,
coat,*,초등,,
code,**,중고공통,,
coffee,*,초등,,
coin,**,중고공통,,
coincide,,선택,,
cold,*,초등,,
collaborate,,선택,,
collapse,,선택,,
collar,,선택,,
colleague,,선택,,
collect,*,초등,,
college,*,초등,,
colony,,선택,,
color,*,초등,colour,
column,,선택,,
combat,,선택,,
combine,**,중고공통,,
come,*,초등,,
comedy,**,중고공통,,
comfort,**,중고공통,,comfortable
comic,*,초등,,
command,**,중고공통,,
comment,**,중고공통,,
commerce,**,중고공통,,
commit,,선택,,commission
committee,**,중고공통,,
commodity,,선택,,
common,**,중고공통,,
communicate,**,중고공통,,communication
communist,,선택,,
community,**,중고공통,,
companion,,선택,,
company,*,초등,,
compare,**,중고공통,,
compatible,,선택,,
compel,,선택,,
compensate,,선택,,
compete,,선택,,competent
compile,,선택,,
complain,**,중고공통,,
complement,,선택,,
complete,**,중고공통,,
complex,**,중고공통,,complexity
complicate,**,중고공통,,
component,,선택,,
compose,,선택,,
compound,,선택,,
comprehend,,선택,,comprehensive
comprise,,선택,,
compromise,,선택,,
compute,*,초등,,computer
conceal,,선택,,
conceive,,선택,,
concentrate,**,중고공통,,
concept,**,중고공통,,
concern,**,중고공통,,
concert,**,중고공통,,
conclude,,선택,,
concrete,,선택,,
condemn,,선택,,
condition,*,초등,,
conduct,,선택,,
confer,,선택,,
confess,,선택,,
confide,,선택,,confident
confine,,선택,,
confirm,**,중고공통,,
conflict,**,중고공통,,
conform,,선택,,
confront,,선택,,
confuse,**,중고공통,,
congratulate,*,초등,,
congress,,선택,,
connect,**,중고공통,,
conscience,,선택,,
conscious,**,중고공통,,
consent,,선택,,
conserve,,선택,,
consider,**,중고공통,,
consist,,선택,,consistent
constant,**,중고공통,,
constitute,,선택,,constitution
constrain,,선택,,
construct,,선택,,construction
consult,,선택,,
consume,**,중고공통,,"consumer, consumption"
contact,**,중고공통,,
contain,**,중고공통,,
contemporary,,선택,,
contend,,선택,,
content,**,중고공통,,
contest,**,중고공통,,
context,**,중고공통,,
continent,,선택,,
continue,**,중고공통,,
contract,**,중고공통,,
contradict,,선택,,
contrary,,선택,,
contrast,,선택,,
contribute,**,중고공통,,
control,*,초등,,
controversy,,선택,,
convene,,선택,,"convenient, convention"
converse,**,중고공통,,conversation
convert,,선택,,
convey,,선택,,
convict,,선택,,
convince,**,중고공통,,
cook,*,초등,,
cookie,*,초등,cooky,
cool,*,초등,,
cooperate,,선택,,
coordinate,,선택,,
cop,**,중고공통,,
cope,**,중고공통,,
copy,**,중고공통,,
copyright,,선택,,
cord,,선택,,
core,,선택,,
corn,,선택,,
corner,*,초등,,
corporate,,선택,,corporation
correct,**,중고공통,,
correspond,,선택,,
corridor,,선택,,
corrupt,,선택,,
cost,*,초등,,
costume,,선택,,
cottage,**,중고공통,,
cotton,**,중고공통,,
cough,**,중고공통,,
could,*,초등,,
council,**,중고공통,,
counsel,,선택,,
count,**,중고공통,,"discount, counter"
counterpart,,선택,,
country,*,초등,,
countryside,**,중고공통,,
county,**,중고공통,,
couple,*,초등,,
coupon,,선택,,
courage,,선택,,"discourage, encourage"
course,*,초등,,
court,*,초등,,
cousin,*,초등,,
cover,*,초등,,discover
cow,*,초등,,
crack,**,중고공통,,
craft,,선택,,
crash,**,중고공통,,
crawl,**,중고공통,,
crayon,*,초등,,
craze,,선택,,crazy
cream,*,초등,,
create,**,중고공통,,creature
credible,,선택,,incredible
credit,**,중고공통,,
creep,,선택,,
crew,,선택,,
crime,**,중고공통,,criminal
crisis,**,중고공통,,
crisp,**,중고공통,,
criterion,,선택,,
critic,,선택,,"criticize / criticise, criticism"
crop,,선택,,
cross,*,초등,,
crowd,**,중고공통,,
crown,**,중고공통,,
crucial,,선택,,
cruel,**,중고공통,,
cruise,,선택,,
crush,,선택,,
cry,*,초등,,
crystal,,선택,,
cultivate,,선택,,
culture,*,초등,,
cup,*,초등,,
cure,**,중고공통,,
curious,**,중고공통,,curiosity
curl,**,중고공통,,
currency,,선택,,
current,**,중고공통,,
curriculum,,선택,,
curry,,선택,,
curse,,선택,,
curtain,*,초등,,
curve,,선택,,
custody,,선택,,
custom,,선택,,
customer,*,초등,,
cut,*,초등,,
cute,**,중고공통,,
cycle,**,중고공통,,"recycle, cyclist"
cynical,,선택,,
dairy,,선택,,
damage,**,중고공통,,
damp,,선택,,
dance,*,초등,,
danger,*,초등,,
dare,**,중고공통,,
dark,*,초등,,
darling,**,중고공통,,
dash,,선택,,
database,,선택,,
date,*,초등,,
datum,,선택,,data
daughter,*,초등,,
dawn,**,중고공통,,
day,*,초등,,
dead,*,초등,,
deal,**,중고공통,,
death,*,초등,,
debate,**,중고공통,,
debt,**,중고공통,,
decade,,선택,,
decay,,선택,,
decent,,선택,,
decide,*,초등,,decision
deck,**,중고공통,,
declare,,선택,,
decline,,선택,,declension
decorate,**,중고공통,,
decrease,,선택,,
dedicate,,선택,,
deep,*,초등,,
defeat,,선택,,
defend,,선택,,defendant
defense,**,중고공통,defence,
deficiency,,선택,,
deficit,,선택,,
define,**,중고공통,,
definite,**,중고공통,,
degree,**,중고공통,,
delay,**,중고공통,,
delegate,,선택,,
delete,,선택,,
deliberate,,선택,,
delicate,,선택,,
delicious,*,초등,,
delight,**,중고공통,,
deliver,**,중고공통,,
demand,**,중고공통,,
democracy,,선택,,
democrat,,선택,,
demon,,선택,,
demonstrate,**,중고공통,,
dense,,선택,,
dentist,**,중고공통,,
deny,**,중고공통,,
depart,,선택,,"department, departure"
depend,**,중고공통,,"dependence, independent"
depict,,선택,,
deposit,,선택,,
depress,**,중고공통,,
deprive,,선택,,
derive,,선택,,
descend,,선택,,
describe,**,중고공통,,description
desert,**,중고공통,,
deserve,**,중고공통,,
design,*,초등,,
designate,,선택,,
desire,**,중고공통,,
desk,*,초등,,
despair,,선택,,
desperate,**,중고공통,,
despite,**,중고공통,,
destine,,선택,,destination
destiny,,선택,,
destroy,**,중고공통,,
destruct,,선택,,destruction
detach,,선택,,
detail,**,중고공통,,
detect,**,중고공통,,
determine,**,중고공통,,
develop,**,중고공통,,
device,,선택,,
devil,,선택,,
devise,,선택,,
devote,,선택,,
diabetes,,선택,,
dialogue,*,초등,dialog,
diary,**,중고공통,,
dictate,,선택,,
dictionary,**,중고공통,,
die,*,초등,,
diet,**,중고공통,,
differ,,선택,,different
difficult,*,초등,,
dig,**,중고공통,,
dignity,,선택,,
dimension,,선택,,
diminish,,선택,,
dine,,선택,,
dinner,*,초등,,
dip,,선택,,
diplomat,,선택,,
direct,**,중고공통,,
dirt,**,중고공통,,dirty
disappoint,**,중고공통,,
disaster,,선택,,
disc,**,중고공통,,disk
discipline,**,중고공통,,
discourse,,선택,,
discriminate,,선택,,
discuss,*,초등,,
disgust,**,중고공통,,
dish,**,중고공통,,
dismiss,,선택,,
display,**,중고공통,,
dispute,,선택,,
disrupt,,선택,,
distance,**,중고공통,,
distinct,,선택,,
distinguish,,선택,,
distort,,선택,,
distract,,선택,,
distribute,,선택,,
district,**,중고공통,,
disturb,**,중고공통,,
dive,**,중고공통,,
diverse,,선택,,
divide,**,중고공통,,
divine,,선택,,
divorce,**,중고공통,,
do,*,초등,,
doctor,*,초등,,
document,**,중고공통,,
dog,*,초등,,
doll,*,초등,,
dolphin,**,중고공통,,
domain,,선택,,
domestic,**,중고공통,,
dominate,,선택,,dominant
donate,**,중고공통,,
door,*,초등,,
dose,,선택,,
dot,,선택,,
double,*,초등,,
doubt,**,중고공통,,
doughnut,*,초등,,
down,*,초등,,
dozen,**,중고공통,,
draft,,선택,,
drag,**,중고공통,,
drain,,선택,,
drama,**,중고공통,,
draw,*,초등,,drawer
dread,,선택,,
dream,*,초등,,
dress,*,초등,,
drill,,선택,,
drink,*,초등,,
drive,*,초등,,
drop,*,초등,,
drown,,선택,,
drug,**,중고공통,,
drum,*,초등,,
dry,*,초등,,
dual,,선택,,
duck,*,초등,,
due,**,중고공통,,
dull,,선택,,
dump,**,중고공통,,
during,*,초등,,
dust,**,중고공통,,
duty,**,중고공통,,
dwell,,선택,,
dynamic,,선택,,
each,**,중고공통,,
eager,,선택,,
ear,*,초등,,
early,*,초등,,
earn,**,중고공통,,
earth,*,초등,,
ease,**,중고공통,,"disease, easy"
east,*,초등,,
eat,*,초등,,
economy,**,중고공통,,
edge,**,중고공통,,
edit,**,중고공통,,
educate,**,중고공통,,
effect,**,중고공통,,effective
efficient,,선택,,
effort,**,중고공통,,
egg,*,초등,,
eight,*,초등,,
either,**,중고공통,,
elaborate,,선택,,
elect,**,중고공통,,
electric,**,중고공통,,
electronic,,선택,,
elegant,,선택,,
element,**,중고공통,,elementary
elephant,*,초등,,
elevate,,선택,,elevator
eleven,*,초등,,
eliminate,,선택,,
elite,,선택,,
else,**,중고공통,,
embarrass,**,중고공통,,
embassy,,선택,,
embrace,,선택,,
emerge,,선택,,emergence
emergency,,선택,,
emit,,선택,,emission
emotion,**,중고공통,,
emphasis,,선택,,
emphasize,**,중고공통,,
empire,**,중고공통,,
employ,**,중고공통,,
empty,**,중고공통,,
encounter,,선택,,
end,*,초등,,
endure,,선택,,
enemy,**,중고공통,,
energy,*,초등,,
engage,**,중고공통,,
engine,**,중고공통,,
engineer,**,중고공통,,
enhance,,선택,,
enormous,**,중고공통,,
enough,*,초등,,
enter,*,초등,,
enterprise,,선택,,
entertain,**,중고공통,,
enthusiastic,,선택,,
entire,**,중고공통,,
entry,,선택,,
envelope,**,중고공통,,
environ,,선택,,environment
envy,,선택,,
equal,**,중고공통,,
equip,,선택,,equipment
era,,선택,,
erase,,선택,,eraser
erect,,선택,,
err,,선택,,error
escape,**,중고공통,,
especial,**,중고공통,,especially
essay,**,중고공통,,
essence,,선택,,essential
establish,**,중고공통,,
estate,,선택,,
estimate,**,중고공통,,
ethic,,선택,,ethical
ethnic,,선택,,
evacuate,,선택,,
evaluate,,선택,,
even,**,중고공통,,
evening,*,초등,,
event,**,중고공통,,eventually
ever,**,중고공통,,
every,*,초등,,
evidence,**,중고공통,,
evil,**,중고공통,,
evitable,,선택,,inevitable
evolution,,선택,,
evolve,,선택,,
exact,**,중고공통,,
exaggerate,,선택,,
examine,**,중고공통,,examination / exam
example,*,초등,,
exceed,,선택,,
excel,,선택,,excellent
except,**,중고공통,,
excess,,선택,,
exchange,**,중고공통,,
excite,**,중고공통,,
exclude,,선택,,exclusive
excuse,**,중고공통,,
executive,,선택,,
exercise,*,초등,,
exhaust,**,중고공통,,
exhibit,,선택,,
exist,**,중고공통,,
exit,**,중고공통,,
exotic,,선택,,
expand,**,중고공통,,
expect,**,중고공통,,
expense,**,중고공통,,expensive
experience,**,중고공통,,
experiment,**,중고공통,,
expert,**,중고공통,,
expertise,,선택,,
explain,**,중고공통,,
explicit,,선택,,
explode,,선택,,
explore,,선택,,
export,,선택,,
expose,**,중고공통,,
express,**,중고공통,,
extend,**,중고공통,,
extent,,선택,,
external,,선택,,
extinct,,선택,,
extra,**,중고공통,,
extract,,선택,,
extraordinary,,선택,,
extreme,**,중고공통,,
eye,*,초등,,
eyebrow,,선택,,
fabric,,선택,,
face,*,초등,,
facilitate,,선택,,
facility,,선택,,
fact,*,초등,,factual
factor,**,중고공통,,
factory,**,중고공통,,
faculty,,선택,,
fade,,선택,,
fail,*,초등,,
faint,**,중고공통,,
fair,**,중고공통,,
faith,**,중고공통,,
fall,*,초등,,
false,,선택,,
fame,,선택,,famous
familiar,**,중고공통,,
family,*,초등,,
fan,*,초등,,
fancy,**,중고공통,,
fantastic,**,중고공통,,
far,*,초등,,
fare,,선택,,
farm,*,초등,,
fascinate,**,중고공통,,
fashion,**,중고공통,,
fast,*,초등,,
fasten,,선택,,
fat,*,초등,,
fate,,선택,,fatal
father,*,초등,,"dad, daddy"
fault,**,중고공통,,
favor,**,중고공통,favour,
favorite,*,초등,favourite,
fear,**,중고공통,,
feature,**,중고공통,,
federal,,선택,,
fee,**,중고공통,,
feed,**,중고공통,,
feel,*,초등,,
fellow,**,중고공통,,
female,**,중고공통,,
fence,**,중고공통,,
ferry,,선택,,
fertile,,선택,,
festival,*,초등,,
fever,**,중고공통,,
few,**,중고공통,,
fiber,,선택,fibre,
fiction,,선택,,
field,*,초등,,
fierce,,선택,,
fight,*,초등,,
figure,**,중고공통,,
file,*,초등,,
fill,*,초등,,
film,*,초등,,
filter,,선택,,
final,**,중고공통,,
finance,**,중고공통,,
find,*,초등,,
fine,*,초등,,
finger,*,초등,,
finish,*,초등,,
finite,,선택,,
fire,*,초등,,
firm,**,중고공통,,
first,*,초등,,
fish,*,초등,,
fit,**,중고공통,,
five,*,초등,,
fix,*,초등,,
flag,**,중고공통,,
flame,**,중고공통,,
flash,**,중고공통,,
flat,**,중고공통,,
flavor,,선택,flavour,
flaw,,선택,,
flee,,선택,,
flesh,,선택,,
flexible,,선택,,
flight,**,중고공통,,
flip,,선택,,
float,**,중고공통,,
flock,,선택,,
flood,**,중고공통,,
floor,*,초등,,
flourish,,선택,,
flow,**,중고공통,,
flower,*,초등,,
flush,,선택,,
fly,*,초등,,
focus,*,초등,,
fog,**,중고공통,,
fold,**,중고공통,,
folk,**,중고공통,,
follow,**,중고공통,,
fond,,선택,,
food,*,초등,,
fool,*,초등,,
foot,*,초등,,
football,*,초등,,
for,*,초등,,
forbid,,선택,,
force,**,중고공통,,enforce
forecast,,선택,,
forehead,,선택,,
foreign,**,중고공통,,
forest,*,초등,,
forever,**,중고공통,,
forget,*,초등,,
forgive,**,중고공통,,
fork,*,초등,,
form,*,초등,,"formal, formation, informal"
format,,선택,,
former,,선택,,
formula,,선택,,
forth,**,중고공통,,
fortunate,**,중고공통,,
fortune,**,중고공통,,
forward,**,중고공통,,
foster,,선택,,
found,**,중고공통,,foundation
fountain,,선택,,
four,*,초등,,
fox,*,초등,,
fraction,,선택,,
frame,**,중고공통,,
framework,,선택,,
frankly,**,중고공통,,
free,*,초등,,
freeze,**,중고공통,,
frequent,,선택,,
fresh,*,초등,,
friend,*,초등,,friendship
fright,**,중고공통,,
frog,**,중고공통,,
from,*,초등,,
front,*,초등,,
frost,,선택,,
frown,,선택,,
fruit,*,초등,,
frustrate,**,중고공통,,
fry,**,중고공통,,
fuel,,선택,,
fulfil,,선택,,
full,*,초등,,
fun,*,초등,,
function,**,중고공통,,
fund,**,중고공통,,
fundamental,,선택,,
funeral,,선택,,
fur,**,중고공통,,
furnish,,선택,,
furniture,**,중고공통,,
furthermore,,선택,,
fury,,선택,,furious
fuse,,선택,,
future,*,초등,,
gain,**,중고공통,,
gallery,,선택,,
gamble,,선택,,
game,*,초등,,
gang,,선택,,
gap,,선택,,
garage,**,중고공통,,
garden,*,초등,,
gas,*,초등,,
gasoline,,선택,petrol,
gate,**,중고공통,,
gather,**,중고공통,,
gaze,,선택,,
gear,**,중고공통,,
gender,,선택,,
gene,,선택,,genetic
general,**,중고공통,,
generate,,선택,,generation
generous,,선택,,
genius,,선택,,
gentle,**,중고공통,,
gentleman,*,초등,,
genuine,,선택,,
geography,,선택,,
geology,,선택,,
gesture,**,중고공통,,
get,*,초등,,
ghost,**,중고공통,,
giant,**,중고공통,,
gift,**,중고공통,,
giraffe,**,중고공통,,
girl,*,초등,,
give,*,초등,,
glad,*,초등,,
glance,**,중고공통,,
glare,,선택,,
glass,*,초등,,
globe,,선택,,global
glory,**,중고공통,,
glove,**,중고공통,,
glow,,선택,,
glue,**,중고공통,,
go,*,초등,,
goal,*,초등,,
goat,,선택,,
god,*,초등,,
gold,*,초등,,
golf,**,중고공통,,
good,*,초등,,goods
goodbye,*,초등,,bye
gorgeous,**,중고공통,,
govern,**,중고공통,,government
grab,**,중고공통,,
grace,**,중고공통,,
grade,**,중고공통,,gradual
graduate,,선택,,
grain,,선택,,
grand,**,중고공통,,
grandfather,*,초등,,
grant,**,중고공통,,
grape,*,초등,,
graph,**,중고공통,,graphic
grasp,,선택,,
grass,*,초등,,
grateful,,선택,,
grave,,선택,,
gray,*,초등,grey,
great,*,초등,,
greed,,선택,,
green,*,초등,,
greet,**,중고공통,,
grief,,선택,,
grip,,선택,,
grocery,**,중고공통,,
gross,,선택,,
ground,*,초등,,
group,*,초등,,
grow,*,초등,,
guarantee,**,중고공통,,
guard,**,중고공통,,
guardian,,선택,,
guess,*,초등,,
guest,**,중고공통,,
guide,**,중고공통,,
guideline,,선택,,
guilt,**,중고공통,,guilty
guitar,*,초등,,
gulf,,선택,,
gum,*,초등,,
gun,**,중고공통,,
guy,*,초등,,
gymnasium,,선택,gym,
habit,*,초등,,
habitat,,선택,,
hair,*,초등,,
half,**,중고공통,,
hall,**,중고공통,,
halt,,선택,,
hamburger,*,초등,,
hammer,,선택,,
hand,*,초등,,
handicap,,선택,,
handle,**,중고공통,,
handsome,**,중고공통,,
hang,*,초등,,
happen,**,중고공통,,
happy,*,초등,,
harbor,,선택,harbour,
hard,*,초등,,hardly
harm,**,중고공통,,
harmony,,선택,,harmonious
harsh,,선택,,
harvest,,선택,,
hat,*,초등,,
hate,*,초등,,
haunt,,선택,,
have,*,초등,,
hazard,,선택,,
he,*,초등,,
head,*,초등,,
headquarters,,선택,,
heal,,선택,,
health,**,중고공통,,healthy
hear,**,중고공통,,
heart,*,초등,,
heat,*,초등,,
heaven,**,중고공통,,
heavy,*,초등,,
heel,,선택,,
height,**,중고공통,,
heir,,선택,,
helicopter,**,중고공통,,
hell,**,중고공통,,
hello,*,초등,hey / hi,
helmet,*,초등,,
help,*,초등,,
hence,,선택,,
here,*,초등,,
heritage,,선택,,
hero,*,초등,,
hesitate,**,중고공통,,
hide,**,중고공통,,
hierarchy,,선택,,
high,*,초등,,
highlight,,선택,,
highway,**,중고공통,,
hike,*,초등,,
hill,*,초등,,
hint,**,중고공통,,
hire,**,중고공통,,
history,*,초등,,
hit,*,초등,,
hobby,*,초등,,
hold,*,초등,,
hole,**,중고공통,,
holiday,*,초등,,
holy,,선택,,
home,*,초등,,
homework,*,초등,,
honest,*,초등,,
honey,**,중고공통,,
honor,**,중고공통,honour,
hook,,선택,,
hope,*,초등,,
horizon,,선택,,
horror,,선택,,
horse,*,초등,,
hospital,*,초등,,
host,,선택,,
hostile,,선택,,
hot,*,초등,,
hotel,**,중고공통,,
hour,*,초등,,
house,*,초등,,
household,,선택,,
how,*,초등,,
however,*,초등,,
hug,**,중고공통,,
huge,**,중고공통,,
human,*,초등,,
humor,**,중고공통,humour,
hundred,*,초등,,
hunger,**,중고공통,,hungry
hunt,*,초등,,
hurry,*,초등,,
hurt,**,중고공통,,
husband,*,초등,,
hut,,선택,,
hypothesis,,선택,,
I,*,초등,,
ice,*,초등,,
idea,*,초등,,
ideal,,선택,,
identical,,선택,,
identity,**,중고공통,,identify
ideology,,선택,,
if,*,초등,,
ignore,**,중고공통,,
ill,**,중고공통,,
illude,,선택,,illusion
illustrate,**,중고공통,,
image,*,초등,,
imagine,**,중고공통,,
imitate,,선택,,
immediate,**,중고공통,,
immense,,선택,,
immigrate,,선택,,
immune,,선택,,
impact,,선택,,
imperial,,선택,,
implement,,선택,,
imply,,선택,,
import,,선택,,"importance, important"
impose,,선택,,
impress,**,중고공통,,
improve,**,중고공통,,
in,*,초등,,
incentive,,선택,,
incident,,선택,,
incline,,선택,,
include,**,중고공통,,
income,**,중고공통,,
incorporate,,선택,,
increase,**,중고공통,,
indeed,**,중고공통,,
index,,선택,,
indicate,**,중고공통,,
individual,**,중고공통,,
induce,,선택,,
industry,**,중고공통,,
infant,,선택,,
infect,,선택,,
infer,,선택,,inference
inflate,,선택,,
influence,**,중고공통,,
inform,**,중고공통,,
ingredient,,선택,,
inhabit,,선택,,
inherent,,선택,,
inhibit,,선택,,
initial,,선택,,
inject,,선택,,
injure,**,중고공통,,
inn,,선택,,
innocent,**,중고공통,,
innovate,,선택,,
input,,선택,,
inquire,,선택,enquire,
insect,,선택,,
insert,,선택,,
inside,*,초등,,
insight,,선택,,
insist,**,중고공통,,
inspect,**,중고공통,,
inspire,,선택,,
install,,선택,,
instance,**,중고공통,,
